id,title,domain
W4313226267,Analisis Nilai Kontribusi Bantuan Kemanusiaan Palestina Badan Amil Zakat Nasional (BAZNAS) Tahun 2018-2021,Social Sciences
W3109179228,What I Owe to Dib,Social Sciences
W1495244716,Elvis in Jerusalem: Post-Zionism and the Americanization of Israel,Social Sciences
W3097375992,"Feminists, Freedom Fighters and Daughters - A Discourse Analysis of the United States Media’s Portrayal of the Kurdish Female Fighters in Syria",Social Sciences
W2592283001,Mathematical programming models for optimising irrigation water management in Egypt,Physical Sciences
W4317356866,Re-scaling and Globalizing EU-Turkey Bilateral Relations in the Changing Global Political Landscape,Social Sciences
W3014790177,"Türk Modernleşmesinin Tarihsel Sosyolojisi: Tasnifler, Tipolojiler ve Yanılgılar",Social Sciences
W3111323467,"The necessary indeterminacy of self‐determination: Politics, law and conflict in the Horn of Africa",Social Sciences
W3093771564,Social well-being and livelihood challenges in conflict economies: a study of Syrian citizens' perception of geopolitical fragility,Health Sciences
W4249241760,Preface,Social Sciences
W2093617715,Library Education in Libya,Social Sciences
W2038587388,Modernity and the linguistic genocide of Kurds in Turkey,Social Sciences
W2898954817,Activism Amid Disappointment: Women’s Groups and the Politics of Hope in Egypt,Social Sciences
W658545474,Narrative and Violence: Ways of Suffering amongst Iranian Men in Diaspora,Social Sciences
W2113945846,신명기 역사에 나타난 솔로몬,Social Sciences
W4290849361,Copyright Page,Physical Sciences
W347787151,Turkey: Sly as a Fox? Explaining the successive development of Turkey’s multilateral cooperation efforts,Physical Sciences
W2160839971,"Youth citizenship and the politics of belonging: introducing contexts, voices, imaginaries",Social Sciences
W1989655658,Strategies for the Convivial City: A New Agenda for Education for the Built Environment,Social Sciences
W4387136661,Psychological Distress Mediates the Relationship Between Social Support and Satisfaction with Life,Social Sciences
W3149367674,Molecular differentiation of sheep and cattle isolates of Fasciola hepatica using RAPD-PCR,Health Sciences
W2550181978,Emergency aid in intra-state war and implications for post-conflict reconstruction: the Syrian medical system,Health Sciences
W2884037210,"Political Aspirations, Participations and Influence of Turkish Muslims in Germany",Unknown
W3080297297,Israel Continues to Expand Its Settlements,Social Sciences
W2082621589,Israeli public relations and the Internet,Social Sciences
W4388571401,"Monitoring and accumulative risk assessment of pesticide residues detected in the common vegetables grown in the Eastern Nile Delta, Egypt",Life Sciences
W2522525206,The Meursault Investigation by Kamel Daoud,Social Sciences
W2999409661,MoSAR,Physical Sciences
W2087108297,Success and failure in rehabilitation: The case of methadone maintenance,Social Sciences
W1572818467,Immigrant entrepreneurship in the Netherlands,Social Sciences
W4366482873,Settler suburbia in the Negev/Naqab: the start-up pioneer in the desert,Social Sciences
W234662389,"Transforming Air Force ISR for the Long War and Beyond (Wright Flyer Paper, Number 36)",Physical Sciences
W2114273949,"""Water users must be efficient producers"". Women's access to and use of land in Chókwè irrigation scheme, Mozambique",Life Sciences
W348266664,Up Against the Wall: International Poster Design,Social Sciences
W4311823666,Epidemiology and predictors of multimorbidity in Kharameh cohort study: A population‐based cross‐sectional study in southern Iran,Health Sciences
W4280612750,Burkitt’s lymphoma: incidence among IICC-3 risk-assessed countries emphasizing the Middle East with new data from Iraqi Kurdistan,Health Sciences
W4386933990,Growth Rate Distribution and Potential Non-Linear Relationship between Body Weight and Walking Ability in Turkeys,Life Sciences
W620542917,Language(s) and identity(ies) in French society,Social Sciences
W2008876753,Going Nuclear: Does the Non-Proliferation Treaty Matter?,Social Sciences
W1582575284,The United States and the Security Council: Collective Security since the Cold War,Social Sciences
W3197701863,SUAMI DIPENJARA SEBAGAI ALASAN CERAI GUGAT; PERSPEKTIF FIKIH DAN LEGISLASI NEGERI MUSLIM,Social Sciences
W2203680390,[Tunisian immigration into Italy:  some census data].,Social Sciences
W4231561401,SUDAN,Social Sciences
W2126449584,Pediatric Ophthalmology and Strabismus in Turkey,Health Sciences
W2759739821,Dynamic load testing of a railway masonry arch bridge: A case study of Babak Bridge,Physical Sciences
W2317010577,The Stratigraphy at Beer-sheba and the Location of the Sanctuary,Social Sciences
W2220059067,Female Sexual Dysfunction and its Associated Risk Factors: An Epidemiological Study in the North-East of Iran,Health Sciences
W1425096378,Foursquare Responds to Syrian Refugee Crisis | Foursquare News | The Foursquare Church,Social Sciences
W4250544224,Educational Management Leadership,Social Sciences
W2091970457,Energy analysis of Saudi Arabia,Physical Sciences
W2152040837,Environmental Impacts of Energy Utilization and Renewable Energy Sources in Turkey,Physical Sciences
W2489741366,"Conclusion: Negotiations, Dialogues, Power, and Language",Social Sciences
W2414484261,TURKEY-ISRAEL RELATIONS IN THE POST-COLD WAR ERA,Social Sciences
W2911827040,The correlates of psychological distress among parents of children with psychiatric disorders,Social Sciences
W4388196264,Innovation and Thought Leadership by Women in Healthcare during the COVID-19 Pandemic,Health Sciences
W4200159299,The ICC’s Appeals Chamber Judgments in the Jordan Case Regarding Al Bashir and Ntaganda Case: Victories for the Fights against Impunity and Immunity for Serious Crimes,Social Sciences
W3137871283,Retrieving the new from the legacy of history,Social Sciences
W3015784479,Responding Strategies to Greetings and Invocations in Jordanian Arabic in CCCS Interactions: A Socio-Pragmatic Study,Social Sciences
W3216918969,E-Government Obstacles in Developing Countries: Implementation Complexities in the Iraqi Oil Sector,Social Sciences
W4387338668,Awareness and Attitude of Parents and Caregivers Regarding Harmful Traditional Medical Practices Towards Children in Aseer Region of Saudi Arabia,Health Sciences
W2497722802,Some Philosophical Reflections on Foundations of Sustainable Social Development,Social Sciences
W2089343898,The unsung American (accounting?) hero: W. Morgan Shuster,Social Sciences
W3150123236,Regional Disparities and the Performance of Peripheral Regions in Turkey,Social Sciences
W1514940111,Emotional and Behavioral Problems of Turkish Adolescents and Young Adults in the Netherlands,Social Sciences
W3119517469,The degree of compatibility between the statistical significance and the practical significance indicators in the statistical tests in the master's theses at Omani Universities = درجة التوافق بين الدلالة الإحصائية ومؤشرات الدلالة العملية في الاختبارات الإحصائية برسائل الماجستير بالجامعات العمانية,Social Sciences
W3092635017,Brand Islam,Social Sciences
W2202894537,Crisis State Activities and Human Rights in Turkey,Social Sciences
W2981433151,Between Land and Territory: Rooting of Palestinian Identity,Social Sciences
W3194915078,Empowering the crowd: feasible strategies for epidemic management in high-density informal settlements. The case of COVID-19 in Northwest Syria,Physical Sciences
W2808014185,[WELL-CHILD VISITS REGARDING GROWTH AND DEVELOPMENT OF INFANTS: A CROSS-CULTURAL COMPARISON].,Health Sciences
W3196522820,The Relationship Between Serum Dehydroepiandrosterone Concentration and Memory Function in the Elderly,Health Sciences
W2321608846,"Prevalence of Schistosomiasis in Al-Baha Province , Saudi Arabia in Years 2012 and 2013 : Prospective and Comparative Study",Life Sciences
W2767922930,"Physical inactivity, sedentary behaviors and dietary habits among Moroccan adolescents in secondary school",Health Sciences
W2520244382,Men's and Women's Health as a Function of Gender Composition in Work Teams,Social Sciences
W2993557939,Iraq Weathers the Political Storm,Social Sciences
W4381436042,"Prediction of Women’s Marital Intimacy Based on Sexual Satisfaction and Health Literacy among Husbands with Diabetes in Ahvaz, 2021",Health Sciences
W4319841682,The spiritual state of children with academic mothers,Social Sciences
W3042373984,"The Arab Spring Abroad: Mobilization among Syrian, Libyan, and Yemeni Diasporas in the U.S. and Great Britain",Social Sciences
W4387064590,Transience and the modern Turkish interior,Social Sciences
W893508122,A Different Case for Restraint,Social Sciences
W4236686251,South Sudan’s government will hinder aid efforts,Social Sciences
W2162059350,"U.S. Policy toward Israel, Iraq, and Saudi Arabia: An Integrated Analysis, 1981-2004",Social Sciences
W2784309064,Health and well-being of Nepalese migrant workers abroad,Health Sciences
W3106831683,Pendekatan prioritas pembangunan ekonomi Libya menggunakan metode fuzzy AHP,Social Sciences
W4207055782,"Not Whether, but How and When: The Iraq Debate from 9/11 to the Invasion",Social Sciences
W2063247110,Violence against nurses in healthcare facilities in Kuwait,Social Sciences
W4225080165,Is Diaspora the Solution for Women to Obtain their Social Rights? A study of Laila Halaby’s West of the Jordan,Social Sciences
W2796316215,Oil Revenues Shocks and Inequality in Iran,Social Sciences
W2462099020,Climatic conditions for Saudi Arabia,Physical Sciences
W179841155,The Holy See and the Middle East the public diplomacy of Pope John Paul II,Social Sciences
W4213263430,A study of employees at SMEs in Jordan shows employee engagement fully mediates the relationship between HPWS and employee creativity,Physical Sciences
W4200414158,Green tax as a path to greener economy: A game theory approach on energy and final goods in Iran,Social Sciences
W3096686122,Xenophobia and Social Contact in University Students,Social Sciences
W2791992085,Developmental Issues Impacting Military Families With Young Children During Single and Multiple Deployments,Social Sciences
W2801926742,Will Saudi Arabia get older? Will its pension system be sustainable? Spectral answers,Social Sciences
W2593771841,Martyrdom & Resistance in the Middle East,Social Sciences
W3208962258,Preventing al Qaeda 3.0,Social Sciences
W1481820459,SOCIAL SECURITY REFORM THROUGH INCREASES IN THE STATUTORY ENTITLEMENT AGES FOR OLD AGE INSURANCE: OPTIMAL MAGNITUDE AND TIMING,Social Sciences
W657853155,Settlement and Soldiers in the Roman Near East,Social Sciences
W130826325,"Rekabet Gücü, Yasam Kalitesi ve Yaraticilik: Türkiye Düzey 2 Bölgeleri",Social Sciences
W4233727500,"Iraq: State Failure, Terrorism, and Insurgency in Context — Part 1",Social Sciences
W3205456986,"Caring for the dying and the dead in the London Sephardi and Ashkenazi communities, 1656–1800",Social Sciences
W2268986346,Extraordinary Rendition and the Humanitarian Law of War and Occupation,Social Sciences
W2948787752,Policing Black Lives: State Violence in Canada from Slavery to the Present by Robyn Maynard,Social Sciences
W2497490334,Gender Relations in Kenuz Public Domains,Social Sciences
W4285673489,Conclusion,Social Sciences
W2065685109,Uncivil War: Intellectuals and Identity Politics During the Decolonization of Algeria,Social Sciences
W4231856846,Besprechungen - Comtes rendus - Reviews,Social Sciences
W3123126742,A Decomposition Analysis of Cigarette Consumption Differences between Male Turkish Immigrants and Germans in West Germany 2002-2012,Health Sciences
W2948518632,Who Benefit From Crime in Construction? A Structural Analysis,Health Sciences
W4308296649,Mask-Induced Facial Dermatoses in the Saudi Arabian Population During the COVID-19 Pandemic: A Cross-Sectional Study,Health Sciences
W2140506678,Omani Fatwas and Zanzibari Cosmopolitanism: Modernity and Religious Authority in the Indian Ocean,Social Sciences
W3013444921,(Un)Dressing Children in the Lachish Reliefs,Social Sciences
W3100800538,"‘My beloved leader’: Tracing the leader-centred perspective in the Turkish Grand National Assembly, 1961–2002",Social Sciences
W2257486759,Oman and overseas,Social Sciences
W2782204735,Cultural and Climatic Analysis: The basis of formulating compatible living environments in Oman,Social Sciences
W4200147892,SNP-based Genetic Structure of Tunisian Durum Wheat Landraces and Distribution of the Resistance to Septoria Tritici Blotch,Life Sciences
W2188980834,COMPARATIVE MOLECULAR AND MICROBIOLOGIC DIAGNOSIS OF VAGINAL COLONIZATION BY GROUP B STREPTOCOCCUS IN PREGNANT WOMEN DURING LABOR,Health Sciences
W3033633695,China in Algeria: Global Economy and Local Development,Social Sciences
W4231142554,Keep Your Citizens Close: Building A Policy Framework in Response to Canada’s Returning Foreign Fighters,Social Sciences
W3168730242,"Retrospective study of the non-Melanocytic skin cancers in Imam Khomeini Hospital of Ahwaz, 1994-98",Health Sciences
W2013877430,"Illustration of Children’s Books: History, Definitions, and Genres by Zohreh Ghaeni",Social Sciences
W2575052398,A systematic review and meta-analysis of seroprevalence surveys of ebolavirus infection,Health Sciences
W4206623080,Exploring the challenges and ethical requirements of medical sciences education during COVID-19: a qualitative study,Health Sciences
W2053107527,Territory and demography: the case of the Jewish‐Arab national struggle,Social Sciences
W2597874766,Conceiving Family Relationships in Post-War Lebanon,Social Sciences
W2098992971,"Cities on Fire: Social Mobilization, State Policy, and Urban Insurgency",Social Sciences
W4229829064,Military Prosecutor v. Raid Salman el Hassan el Hatib.,Social Sciences
W2045268049,Iraq: Economic consequences of the 1991 Gulf war and future outlook,Social Sciences
W2092155123,Consociationalism and ethnic democracy: Israeli Arabs in comparative perspective,Social Sciences
W4390430889,"Assessment of prices, availability and affordability of essential medicines in Juba County, South Sudan",Social Sciences
W2085892161,The Rise and Fall of Belarus’ Geopolitical Strategy,Social Sciences
W3123539916,Religion and Political Culture in Eastern Kurdistan,Social Sciences
W2560186292,"Water Crisis in Iran: Its Intensity, Causes and Confronting Strategies",Social Sciences
W3216055487,EFL TEACHERS’ SELF-EFFICACY BELIEFS AND THEIR (NON)-COMMUNICATIVE INSTRUCTIONAL PRACTICES,Social Sciences
W2799287679,An Exploratory Study for Opening Accounting Undergraduate Program in Saudi Arabia: The Stakeholders’ Perception & Need Analysis,Physical Sciences
W4243931923,Mapping Authenticity,Social Sciences
W4247480748,† Camille Vautier,Social Sciences
W4200032289,قياس أثر الأساليب الترويحية لمصانع الألبان بالتطبيق على معدلات الاستهلاك,Life Sciences
W2487343266,Islamism in Sudan:,Social Sciences
W155922585,Preliminary thoughts on Egypt’s Law Concerning Trafficking in Human Beings,Social Sciences
W49112399,Justice And Sanity Kicked in the Balls by Wrong-headed Pig People,Social Sciences
W2176378035,Europeanization of Union Rights: A comparative analysis between Turkey and Croatia,Social Sciences
W2615101659,"The political economy of Islamic business associations: social movement tactics, social networks, and regional development in Turkey",Social Sciences
W1526205068,Accounting for variations in the patterns of mobility among conventional and self-initiated expatriates,Social Sciences
W2141089940,Pharmacy practice and its challenges in Yemen,Health Sciences
W4242965796,Software Engineering for Machine Learning in Health Informatics,Health Sciences
W3131017448,THE ROLE OF FACEBOOK IN THE DEVELOPMENT OF CIVIC ENGAGEMENT IN MOROCCO,Social Sciences
W3152017989,Redefining deprivation in a conflict area: learning from the Palestinian experience using mixed methods,Social Sciences
W3014714496,Corona Epidemic in Indian context: Predictive Mathematical Modelling,Physical Sciences
W4281754195,Seismic Vulnerability Assessment of Stone Arch Bridges by Nonlinear Dynamic Analysis Using Discrete Element Method,Physical Sciences
W2950295696,The 2017 incidents in the Aegean and Turkish foreign policy: using Q-methodology to examine Greek viewpoints,Social Sciences
W2565544569,Об этническом составе x сатрапии Ахеменидской Персии,Social Sciences
W1568332672,"A GIS Based Digital Land Resources Framework for Optimal Soil Management in Barda and Awaje Basin, Syria",Social Sciences
W2482611479,"Militant Feminism, Islam and Patriarchy: Taslima Nasreen, Ulama and the Polity",Social Sciences
W2528904050,Economic inequalities amongst women with osteoporosis-related fractures: an application of concentration index decomposition,Health Sciences
W2659425010,Towards Political Reform in Egypt: Inclusion of Islamists in the Political Process,Social Sciences
W4214507954,Governing Sustainability in Urban Ecosystems: Arguments for a Transdisciplinary Framework,Physical Sciences
W2979678431,"Roles, identity, and security: foreign policy contestation in monarchical Kuwait",Social Sciences
W4388156170,P-255 Creating space for repair and growth with hospice nurses to promote a positive workplace culture,Social Sciences
W2082085598,Contemporary Antisemitism: Canada and the World (review),Social Sciences
W3137103467,Hierarchical Inclusion: The Untold History of Israel's Affirmative Action for Arab Citizens (1948–68),Social Sciences
W4364379376,The Principles of Justice in the Quranic Perspectives and Administrative Laws,Social Sciences
W3138784625,"New Data on Migration Time, Breeding Phenology, and Breeding Success of European Turtle Doves in Their Highest Breeding Habitats in North Africa",Physical Sciences
W1950538662,An Exploration Of: How Political Risk Components Affect The Stock Return And Volatility Considering Different Countries Of Varying Economic Development.,Social Sciences
W4225015120,Global assemblage of the Responsibility to Protect,Social Sciences
W2850906224,"“Kings of People Shall Be of Her:” Sarah, the Hebrew Female God",Social Sciences
W4232282998,The Way to Eat a Meal,Unknown
W3157411539,Jihad in the City: Militant Islam and Contentious Politics in Tripoli,Social Sciences
W2751626880,Interpreting ISIS: Four Recent Works on the History and Strategy of the Islamic State,Social Sciences
W4389943276,Post-partum hemorrhage: a multidisciplinary approach to ‘the golden hour’ quantum leadership and communication,Social Sciences
W4283209010,Investigating the place of religion within the professional identity construction of two Muslim English language teachers in Saudi Arabia,Social Sciences
W2086174043,"Epidemiology of Chronic Granulomatous Disease of Childhood in Eastern Province, Saudi Arabia",Life Sciences
W4296276679,Place-based factors affecting COVID-19 incidences in Turkey,Physical Sciences
W1052995235,Nationalism and the Comparative Study of Religious Ethics,Social Sciences
W295052099,Countering the Lord's Resistance Army in Central Africa,Social Sciences
W2470531167,Young Islam: The New Politics of Religion in Morocco and the Arab World.<i>By Avi Max Spiegel</i>,Social Sciences
W2792191257,The role of palliative care in addressing the health needs of Syrian refugees in Jordan,Health Sciences
W2137175087,Human African trypanosomiasis: an emerging public health crisis,Health Sciences
W3094165935,Egyptian Neonatal Safety Training Network: a dream to improve patient safety culture in Egyptian neonatal intensive care units,Health Sciences
W2103280521,Child maltreatment: differences in perceptions between parents in low income and middle income neighbourhoods,Social Sciences
W2064327753,Hospital admissions and death rates from asthma in Kuwait during pre- and post-Gulf War periods,Health Sciences
W2738023308,"Rethinking responses towards group-homes: inclusionary legislation, supportive municipal attitudes, and place-based opposition",Health Sciences
W2227457723,Governance and economic growth: The case of Middle Eastern and North African countries,Social Sciences
W4254405227,Guidelines on the Treatment of Iraqi Asylum Seekers and Refugees in Europe,Social Sciences
W4312575383,al-Nizam,Social Sciences
W2021502753,The Emerging Presence of the Qur’an in American Broadcast Media: 1998-2008,Social Sciences
W2024803321,Can symbols be ‘promoted’ or ‘demoted’?: Symbols as religious phenomena,Social Sciences
W3109230861,Epidemiologic assessment of self-concept and academic self-efficacy in Iranian high school students: Multilevel analysis,Social Sciences
W4377939146,Use and barriers to the use of telehealth services in the Arab population in Israel: a cross sectional survey,Health Sciences
W1979347999,Abraham's Promise: Judaism and Jewish-Christian Relations. By Michael Wyschograd Edited and introduced by R. Kendall Soulen,Social Sciences
W2512609617,The Socio Impact of the Jordanian Woman Labor Migration to the Arab-Oil Countries,Social Sciences
W3024419597,Legume and Nuts Consumption in Relation to Glioma: A Case- Control Study,Health Sciences
W2606196143,Lebanon: The Fragmented Nation,Social Sciences
W2002883079,Evolution of a healthcare reform: the Israeli experience,Social Sciences
W2986680045,"SUNAT PEREMPUAN DALAM PERSPEKTIF SEJARAH, MEDIS DAN HUKUM ISLAM (RESPON TERHADAP PENCABUTAN ATURAN LARANGAN SUNAT PEREMPUAN DI INDONESIA)",Health Sciences
W181897525,Sexism in School Textbooks Prepared under Education Reform in Turkey.,Social Sciences
W3013973870,Studying International Relations through Horror Films: A New Approach and Illustrations from Cannon Fodder and Freak Out,Social Sciences
W2576198034,EMPOWERING PAKISTAN’S CIVIL SOCIETY TO COUNTER VIOLENT EXTREMISM,Social Sciences
W2345460477,What Does <i>Dabiq</i> Do? ISIS Hermeneutics and Organizational Fractures within <i>Dabiq</i> Magazine,Social Sciences
W2800746316,"Chronic Hepatitis C, Genotyping, Metabolic Status and Body Mass Index in Iranian Population",Health Sciences
W161387538,Introducing Librix in Turkey,Social Sciences
W4294189637,Mechanisms and Effectiveness of Online CB-ART Interventions in Reducing Covid-19-related Distress,Social Sciences
W1902413324,Agricultural Sustainability in Egypt,Social Sciences
W627033031,American History in Schools and Colleges,Social Sciences
W2905532095,The effect of peer education model on sexual myths of Turkish university students: An interventional study,Health Sciences
W3169520228,METROPOLITAN BATTLEFIELDS: URBAN TOPOGRAPHY AND THE WEAPONIZATION OF GOVERNANCE IN BAGHDAD,Social Sciences
W2379614413,"In Search of Self in Others:On ""Anti-Utopian"" Narrative in The Counterlife",Social Sciences
W2023445501,The Effect of the Health Belief Model in Explaining Exercise Participation among Jordanian Myocardial Infarction Patients,Health Sciences
W4319989597,Measurement of the awareness of venous thromboembolism in the Saudi population,Health Sciences
W2060047100,Sleep budgets in a globalizing world: Biocultural interactions influence sleep sufficiency among Egyptian families,Social Sciences
W2035964946,Acceptance of apparel private sale sites by consumers: application of original and extended technology acceptance model,Social Sciences
W2126562486,"Transgressing Boundaries: Gender, Race, Religion, and “Françaises Musulmanes” during the Algerian War of Independence",Social Sciences
W1985947293,Housing for Temporary Residents: A Study of Pilgrims to Makkah,Social Sciences
W3119277983,Perspectives of pharmaceutical stakeholders on determinants of medicines accessibility at the primary care level,Social Sciences
W2516538336,<i>Arab Education in Israel</i>. Sami Khalil Mar'i,Social Sciences
W4246774638,Small Arms Survey 2012,Health Sciences
W2618794414,The sporting arena as a public diplomacy battlefield: the Palestinian attempt to suspend Israel from FIFA,Social Sciences
W4290000503,Irritable Bowel Syndrome Demographics: A Middle Eastern Multinational Cross-sectional Study,Health Sciences
W1599726577,Dysphoria and somatization in Iranian culture.,Social Sciences
W4211144504,Religious Politics in Turkey,Social Sciences
W2794686825,"Etiology, ethics, and outcomes of chronic kidney disease in neonates",Life Sciences
W4308032521,Towards promising antimicrobial alternatives: The future of bacteriophage research and development in Saudi Arabia,Physical Sciences
W4229039327,Antimicrobial resistance among GLASS pathogens in Morocco: an epidemiological scoping review,Life Sciences
W4318751552,Psychiatric Problems among Iranian Immigrants in Canada,Social Sciences
W2609133625,"Profile Of Teenage Pregnancy In Hadramout, Yemen",Health Sciences
W4205424127,The Threat of the COVID-19 Pandemic to Human Rights: Jordan as a Model,Social Sciences
W2405053793,The financing of terrorism and the threat posed by the Islamic State of Iraq and Levant,Social Sciences
W4385509477,"Assessing Mothers’ Perception of Maternal Health Services in Rural Areas of Yatta, Hebron: A Pilot Study from Palestine",Health Sciences
W2188204194,Effective factors on the trend of privatization in Iran,Social Sciences
W3214795648,Impact of Factors Immigration from Southern and Capital of Iraq to Erbil City on Local Economic Geographic,Social Sciences
W4387432844,Climate change and cutaneous leishmaniasis in the province of Ghardaïa in Algeria: A model-based approach to predict disease outbreaks,Health Sciences
W2610507535,Quercus Faginea in the Mounts of Tlemcen (North-West Algeria):State of Knowledge,Life Sciences
W4232883638,Index,Social Sciences
W2003519819,Profiles of Refugee and Non-Refugee Palestinians from the West Bank and Gaza,Social Sciences
W4312305485,Trend of Breast Cancer Incidence in Iran During A Fifteen-Year Interval According To National Cancer Registry Reports,Health Sciences
W2033069690,"Global Force for Branding: A Study of Attitudes, Intentions, the Military, and the Wars Overseas",Social Sciences
W4211155938,The design and applications of an innovative irrigation system for biofacades in hot arid climates,Life Sciences
W3205604492,"GIS Based Analysis of Niger-Benue River Flood Risk and Vulnerability of Communities in Kogi State, Nigeria",Physical Sciences
W4285335648,Old South Rhetoric Reckoning,Social Sciences
W3165831018,One-Child Parenthood and its Determinants in Iran,Social Sciences
W4389569114,"Sinking in the Honey Trap: The case of the Israeli‐Palestinian conflictBy DanielBar‐Tal. Washington, DC: Westphalia Press. 2023, pp. 1–466.",Social Sciences
W3080839764,Organisational learning capabilities of the commercial banks in Jordan: do electronic human resources management practices matter,Physical Sciences
W3037974638,"Rural Population Perceptions on Anti-Silting Managements in Kebili Governorate, South Tunisia",Life Sciences
W769995748,Forming and performing material Egypt: archaeological knowledge production and presentation,Physical Sciences
W2411438578,War Reporting in the International Press : a Critical Discourse Analysis of the Gaza War of 2008-2009,Social Sciences
W4205599523,Recreating and Reclaiming the Lost Homeland,Social Sciences
W2534511248,"WONCA 2015 preconference exchange: Self-discovery, friendship, and innovation amidst diversity and uncertainty",Health Sciences
W4200168414,Exploring the Shortcomings of the Iranian MSRT English Proficiency Test,Social Sciences
W2904615005,"Monitoring Blood Consumption with Emphasis on MSBOS Table in Educational Hospitals Zahedan, Iran, 2014",Social Sciences
W4210382848,Employability for graduates in Saudi Arabia: A review paper,Social Sciences
W1631110960,The Hashemite monarchy 1932–41,Social Sciences
W2036898906,Nilotic Women: a Diachronic Perspective,Social Sciences
W3035743142,Kizomba dance: From market success to controversial national brand,Social Sciences
W2989403537,Exploring Local Governance and E-Services in Qatar,Social Sciences
W80755276,The Idea of Women under Fundamentalist Islam (Book): 2194,Social Sciences
W2891265755,Risk assessment of China’s Belt and Road Initiative’s sustainable investing: a data envelopment analysis approach,Social Sciences
W2246869544,Foreign Agents? Natural Resources & the Political Economy of Civil Society,Social Sciences
W2807121170,Child and Adolescent Mental Health Services in Oman,Health Sciences
W4390798511,Application of the International convention on the elimination of all forms of racial discrimination (Qatar v. United Arab Emirates) [Provisional measures] Order of 14 June 2019,Social Sciences
W2972164767,‘Do You Think Combat Pilots Have Haemorrhoids?’,Social Sciences
W2023285355,"Women of the Word: Jewish Women and Jewish Writing, and: Judaism Since Gender, and: Jews and Feminism: The Ambivalent Search for Home, and: Rereading the Rabbis: A Woman's Voice (review)",Social Sciences
W4309694161,Sovětská národnostní politika vůči Kurdům v letech 1917-1956,Social Sciences
W4327896604,"Procedural Justice, Therapeutic Jurisprudence, and Reoffending: Adjudicating Palestinian Minors in the West Bank’s Military Court",Social Sciences
W1899125901,Postsocialist Algeria and the Politics of the Future,Social Sciences
W4310942865,"The ‘conflict paradox’: humanitarian access, localisation, and (dis)empowerment in Myanmar, Somalia, and Somaliland",Social Sciences
W2110122689,"Social axioms in Iran and Canada: Intercultural contact, coping and adjustment",Social Sciences
W3127044557,"Postvaccination COVID-19 among Healthcare Workers, Israel",Health Sciences
W3156002841,Parental Age and the Risk of Autism Spectrum Disorder in Oman,Life Sciences
W2022434170,Pulse mass measles vaccination across age cohorts.,Health Sciences
W3024391759,Epidemiology of Type 2 Diabetes in the Greater Maghreb. Example of Tunisia. Systematic review of the literature.,Health Sciences
W577511228,"""In Light of Real Alternatives"": Negotiations of Fertility and Motherhood in Morocco and Oman",Health Sciences
W2104739423,THE USE OF CRITICAL THINKING IN SOCIAL SCIENCE TEXTBOOKS OF HIGH SCHOOL: A FIELD STUDY OF FARS PROVINCE IN IRAN,Social Sciences
W4230010784,Temperament and character of patients with alcohol toxicity during COVID -19 pandemic,Social Sciences
W4296655829,A Research on the Content of the Flute Education Course Carried out in Faculty of Education Music Teacher Education Departments and Faculty of Fine Arts Music Departments in Turkey,Social Sciences
W3121369345,Bivariate Cointegration Analysis of Energy-Economy Interactions in Iran,Social Sciences
W2115884104,Conference on Africa in World Affairs: the next 30 years,Social Sciences
W2586673568,Paradox and Challenges in Military Leadership,Social Sciences
W2163399977,CHILDREN IN IMMIGRANT FAMILIES IN THE NETHERLANDS: A STATISTICAL PORTRAIT AND A REVIEW OF THE LITERATURE,Social Sciences
W3201407478,"موضوع الحضارة والثقافة الصينية في المحتوى العلمي لتدريس اللغة الصينية في مصر قسم اللغة الصينية بكلية آداب جامعة القاهرة نموذجًا / Chinese Civilization and Culture in the Content of Chinese Language Teaching in Egypt: Department of Chinese Language, Faculty of Arts, Cairo University as a Model",Social Sciences
W1532150508,"New insights into the taxonomy of the skittering frog Euphlyctis cyanophlyctis complex (Schneider, 1799) (Amphibia: Dicroglossidae) based on mitochondrial 16S rRNA gene sequences in southern Asia",Physical Sciences
W2991419286,Exploring factors behind project scope creep – stakeholders’ perspective,Social Sciences
W2062077305,Reduction in global maternal mortality rate 1990–2012: Iran as a case example,Health Sciences
W2625916021,"The surveillance system, diagnosis and treatment challenges of asthma and health policy orientation of main challenges.",Health Sciences
W3137590489,Journalism Under Instrumentalized Political Parallelism,Social Sciences
W2147652669,Breast cancer screening among females in Iran and recommendations for improved practice: a review.,Health Sciences
W2952809070,How Authoritarian Rulers Seek to Legitimise Repression: Framing Mass Killings in Egypt and Uzbekistan,Social Sciences
W2500196462,"Identity, Social Repression, and Public Policy",Social Sciences
W4226281365,ISSR-based genetic diversity assessment of five populations of Juniperus polycarpos K. Koch in southern habitats of Iran,Life Sciences
W4236402953,Art in the Service of Colonialism,Social Sciences
W4205710882,Agro-morphological and phytochemical diversity and silica content variability among Iranian populations of common horsetail (Equisetum arvense L.),Life Sciences
W3089634882,Islamic architectural ecological philosophy in contemporary Egyptian residence,Social Sciences
W3123855524,Immigrant gender convergence in education and on the labor market,Social Sciences
W4386869070,An Alternative Approach: The African Union’s SEA Regulatory Framework,Social Sciences
W4245967334,Improving postpartum care among low parity mothers in Palestine,Health Sciences
W4375845837,"Discourse, Knowledge, and Power in Apuleius' Metamorphoses by Evelyn Adkins",Social Sciences
W2132772738,Arab Trade and Free Trade: A Preliminary Analysis,Social Sciences
